usuario_id,nome_programa,categoria,tempo_assistido,dispositivo,data,tempo
559,Brother.,Documentários,118.0,Celulares,2024-12-07,0 days 02:50:40
410,Her.,Filmes,66.0,Tablet,2024-12-02,0 days 13:35:24
512,Great up.,Documentários,111.0,Smart TV,2024-12-01,0 days 11:31:26
624,Far.,Documentários,90.0,Smart TV,2024-12-07,0 days 11:06:58
648,Run.,Novelas,172.0,Tablet,2024-12-03,0 days 04:01:09
561,Something whose.,Séries,163.0,Smart TV,2024-12-08,0 days 22:20:01
880,Section.,Filmes,40.0,Celulares,2024-12-02,0 days 17:14:22
969,Stay notice.,Filmes,80.0,Smartfones,2024-12-08,0 days 11:32:10
834,Product develop.,Documentários,157.0,Tablet,2024-12-06,0 days 04:48:35
15,Control other.,Filmes,104.0,Smartfones,2024-12-07,0 days 01:50:28
432,Question.,Shows,48.0,Tablet,2024-12-05,0 days 13:11:17
981,Second.,Filmes,142.0,Tablet,2024-12-05,0 days 17:12:10
672,Group.,Séries,25.0,Smart TV,2024-12-01,0 days 18:23:46
785,Son.,Séries,160.0,Smartfones,2024-12-08,0 days 20:24:30
691,Various.,Novelas,55.0,Smart TV,2024-12-08,0 days 02:56:06
856,Everybody.,Shows,91.0,Smart TV,2024-12-02,0 days 06:27:30
10,Law.,Filmes,166.0,Smart TV,2024-12-05,0 days 18:45:51
821,Yet.,Novelas,69.0,Tablet,2024-12-05,0 days 00:04:13
83,First theory.,Filmes,18.0,Smartfones,2024-12-06,0 days 11:24:26
959,Scene.,Filmes,12.0,Celulares,2024-12-07,0 days 08:20:17
941,Run everything.,Shows,14.0,Smart TV,2024-12-03,0 days 01:31:09
775,World.,Documentários,79.0,Celulares,2024-12-06,0 days 13:01:54
981,Draw.,Documentários,33.0,Tablet,2024-12-04,0 days 06:51:01
661,Understand.,Shows,57.0,Celulares,2024-12-03,0 days 08:35:12
653,If.,Documentários,52.0,Celulares,2024-12-05,0 days 06:23:56
239,Choose.,Shows,134.0,Celulares,2024-12-08,0 days 11:39:24
911,Record.,Séries,153.0,Smartfones,2024-12-08,0 days 02:56:10
911,Return.,Shows,34.0,Tablet,2024-12-04,0 days 19:34:24
925,Employee.,Documentários,175.0,Smartfones,2024-12-07,0 days 15:48:53
960,Measure.,Séries,150.0,Smart TV,2024-12-01,0 days 21:56:53
739,Popular.,Filmes,121.0,Tablet,2024-12-02,0 days 21:53:19
558,Sea.,Filmes,155.0,Smart TV,2024-12-04,0 days 16:45:29
616,They.,Filmes,53.0,Smart TV,2024-12-04,0 days 20:35:24
864,This.,Filmes,89.0,Smartfones,2024-12-05,0 days 01:32:33
362,Technology.,Shows,51.0,Tablet,2024-12-03,0 days 01:45:44
45,A.,Shows,145.0,Smartfones,2024-12-07,0 days 05:11:55
479,Million.,Séries,96.0,Smart TV,2024-12-03,0 days 05:55:18
117,Lose wonder.,Shows,141.0,Smartfones,2024-12-03,0 days 19:47:51
124,Local order.,Séries,133.0,Tablet,2024-12-04,0 days 19:44:28
443,Six.,Shows,124.0,Smartfones,2024-12-06,0 days 14:12:25
159,However.,Novelas,131.0,Tablet,2024-12-08,0 days 22:48:07
804,College per.,Filmes,172.0,Smartfones,2024-12-03,0 days 13:23:27
174,Into involve.,Séries,137.0,Celulares,2024-12-04,0 days 10:47:59
340,Commercial.,Shows,17.0,Tablet,2024-12-03,0 days 22:09:33
344,Note.,Séries,171.0,Smart TV,2024-12-06,0 days 01:58:07
619,Bad mind.,Filmes,7.0,Celulares,2024-12-07,0 days 05:20:29
634,His.,Shows,98.0,Smart TV,2024-12-04,0 days 10:29:57
137,Themselves college.,Shows,180.0,Smart TV,2024-12-01,0 days 00:24:36
950,Team.,Séries,90.0,Celulares,2024-12-01,0 days 06:35:55
695,Rich card.,Novelas,168.0,Smartfones,2024-12-02,0 days 16:48:13
10,Always.,Shows,154.0,Smart TV,2024-12-05,0 days 03:44:41
572,Reality newspaper.,Documentários,159.0,Smartfones,2024-12-07,0 days 01:47:00
147,Week.,Séries,171.0,Celulares,2024-12-04,0 days 16:47:29
353,West member.,Séries,163.0,Smart TV,2024-12-02,0 days 05:00:30
493,Game.,Shows,17.0,Celulares,2024-12-02,0 days 00:53:29
375,Study determine.,Novelas,90.0,Celulares,2024-12-06,0 days 07:29:20
608,Consumer.,Shows,56.0,Celulares,2024-12-06,0 days 22:08:57
929,Relate public.,Documentários,66.0,Tablet,2024-12-06,0 days 00:07:19
691,Already option.,Novelas,127.0,Tablet,2024-12-04,0 days 13:05:12
710,Involve stock.,Documentários,96.0,Tablet,2024-12-08,0 days 18:59:43
792,Key information.,Shows,9.0,Smartfones,2024-12-06,0 days 13:06:06
113,Group lay.,Filmes,16.0,Smartfones,2024-12-05,0 days 16:01:30
484,Difficult the.,Séries,30.0,Tablet,2024-12-06,0 days 15:10:57
611,Hotel our.,Séries,134.0,Celulares,2024-12-02,0 days 10:49:49
995,Institution number.,Séries,68.0,Smart TV,2024-12-08,0 days 03:37:53
949,Decide know.,Novelas,80.0,Smartfones,2024-12-04,0 days 08:41:11
724,Term.,Documentários,28.0,Smartfones,2024-12-06,0 days 03:48:20
567,Image model.,Documentários,145.0,Smartfones,2024-12-02,0 days 03:34:21
228,Rather.,Séries,132.0,Tablet,2024-12-08,0 days 06:32:31
73,Against.,Novelas,54.0,Smartfones,2024-12-08,0 days 08:31:17
377,Kind your.,Shows,129.0,Smartfones,2024-12-06,0 days 21:27:19
541,Prove free.,Documentários,62.0,Celulares,2024-12-02,0 days 10:05:49
938,Bring admit.,Filmes,95.0,Tablet,2024-12-05,0 days 20:52:32
596,Necessary.,Filmes,22.0,Smartfones,2024-12-04,0 days 10:46:24
672,Picture.,Filmes,98.0,Celulares,2024-12-02,0 days 05:50:17
498,Indicate.,Documentários,114.0,Smart TV,2024-12-06,0 days 03:51:29
13,Increase election.,Séries,13.0,Celulares,2024-12-07,0 days 10:38:10
640,Into west.,Filmes,5.0,Tablet,2024-12-07,0 days 18:16:42
106,Enough outside.,Novelas,52.0,Celulares,2024-12-07,0 days 04:44:42
903,Color.,Filmes,86.0,Celulares,2024-12-06,0 days 17:13:09
246,Inside rate.,Documentários,92.0,Tablet,2024-12-03,0 days 08:51:33
106,Action.,Shows,173.0,Celulares,2024-12-07,0 days 23:26:34
290,Practice.,Documentários,178.0,Celulares,2024-12-03,0 days 20:43:49
1000,Read.,Shows,100.0,Celulares,2024-12-01,0 days 22:47:55
856,Interesting.,Séries,124.0,Tablet,2024-12-04,0 days 09:29:27
716,Beyond which.,Séries,155.0,Smart TV,2024-12-05,0 days 22:34:29
245,Bill individual.,Novelas,103.0,Tablet,2024-12-01,0 days 15:32:09
118,Record according.,Filmes,124.0,Smartfones,2024-12-04,0 days 18:08:26
335,Tend nothing.,Séries,7.0,Smart TV,2024-12-08,0 days 18:23:42
77,Language rest.,Séries,46.0,Smart TV,2024-12-08,0 days 09:55:30
19,Field.,Documentários,71.0,Smart TV,2024-12-01,0 days 14:44:47
431,Hold station.,Filmes,93.0,Tablet,2024-12-04,0 days 21:08:48
968,Second.,Séries,91.0,Celulares,2024-12-02,0 days 10:04:32
101,Factor.,Shows,97.0,Smart TV,2024-12-07,0 days 14:53:31
509,Address.,Documentários,68.0,Smart TV,2024-12-06,0 days 16:21:35
644,Bad.,Novelas,132.0,Smart TV,2024-12-02,0 days 13:17:49
562,Wonder natural.,Séries,21.0,Smartfones,2024-12-01,0 days 18:50:50
159,Debate treatment.,Novelas,31.0,Celulares,2024-12-02,0 days 02:36:35
162,Should make.,Novelas,141.0,Smart TV,2024-12-07,0 days 18:14:10
180,Add chair.,Shows,93.0,Celulares,2024-12-04,0 days 06:59:04
169,Social both.,Séries,142.0,Smartfones,2024-12-03,0 days 19:13:48
990,Box.,Novelas,95.0,Tablet,2024-12-07,0 days 04:19:51
129,Senior.,Novelas,34.0,Smartfones,2024-12-07,0 days 16:34:09
103,Clearly physical.,Shows,39.0,Celulares,2024-12-02,0 days 19:46:39
431,Experience paper.,Documentários,167.0,Smartfones,2024-12-05,0 days 01:01:43
838,Suggest news.,Shows,22.0,Smart TV,2024-12-04,0 days 18:14:46
171,Car.,Séries,68.0,Smartfones,2024-12-02,0 days 23:59:52
678,Plan too.,Séries,72.0,Celulares,2024-12-08,0 days 11:41:49
718,Ahead.,Filmes,127.0,Celulares,2024-12-01,0 days 14:34:23
189,Special two.,Séries,149.0,Tablet,2024-12-01,0 days 15:33:08
879,Admit.,Documentários,106.0,Smart TV,2024-12-07,0 days 13:05:33
826,Wonder.,Filmes,177.0,Smart TV,2024-12-01,0 days 03:26:28
735,Plan.,Séries,116.0,Smartfones,2024-12-01,0 days 07:29:06
715,Huge power.,Filmes,79.0,Smart TV,2024-12-04,0 days 19:51:10
269,Address.,Novelas,72.0,Smartfones,2024-12-06,0 days 14:28:22
847,Employee.,Séries,123.0,Celulares,2024-12-07,0 days 21:25:44
477,Shoulder call.,Novelas,109.0,Celulares,2024-12-06,0 days 05:59:07
654,Say morning.,Filmes,72.0,Celulares,2024-12-02,0 days 23:19:54
806,Too can.,Novelas,99.0,Tablet,2024-12-02,0 days 12:48:17
665,Time.,Filmes,105.0,Smartfones,2024-12-06,0 days 05:20:29
1000,Start.,Shows,36.0,Tablet,2024-12-08,0 days 09:11:30
874,Space about.,Shows,36.0,Smartfones,2024-12-07,0 days 00:09:28
83,Admit cut.,Shows,47.0,Tablet,2024-12-08,0 days 08:39:58
57,Feel power.,Filmes,170.0,Celulares,2024-12-04,0 days 15:56:41
124,Deep.,Filmes,102.0,Smartfones,2024-12-03,0 days 19:14:02
531,Skin either.,Documentários,69.0,Celulares,2024-12-08,0 days 12:11:48
589,Through.,Séries,39.0,Celulares,2024-12-04,0 days 10:41:20
716,Science.,Documentários,178.0,Smart TV,2024-12-07,0 days 20:12:40
67,Somebody each.,Documentários,72.0,Smartfones,2024-12-01,0 days 07:06:37
601,Force most.,Filmes,86.0,Tablet,2024-12-03,0 days 20:45:38
51,History.,Novelas,26.0,Tablet,2024-12-05,0 days 05:38:32
69,Much dinner.,Documentários,58.0,Smart TV,2024-12-04,0 days 23:41:35
587,Brother.,Novelas,170.0,Smartfones,2024-12-08,0 days 18:59:20
725,Growth nation.,Documentários,141.0,Celulares,2024-12-01,0 days 16:10:55
156,Art.,Filmes,82.0,Tablet,2024-12-05,0 days 15:22:32
508,Fall.,Novelas,103.0,Smartfones,2024-12-01,0 days 06:26:58
813,Collection computer.,Documentários,123.0,Smart TV,2024-12-05,0 days 16:00:59
403,Live summer.,Shows,99.0,Smartfones,2024-12-03,0 days 05:08:24
781,Probably interesting.,Documentários,65.0,Tablet,2024-12-02,0 days 10:46:39
817,Whatever.,Séries,21.0,Smart TV,2024-12-05,0 days 09:54:53
341,Contain network.,Documentários,136.0,Smartfones,2024-12-03,0 days 23:05:58
551,Which.,Filmes,133.0,Celulares,2024-12-01,0 days 02:02:16
849,Be treat.,Shows,34.0,Smart TV,2024-12-07,0 days 01:59:43
676,Agency here.,Documentários,74.0,Tablet,2024-12-07,0 days 23:00:27
61,Choose this.,Filmes,160.0,Smart TV,2024-12-05,0 days 12:10:52
940,Least miss.,Documentários,134.0,Tablet,2024-12-05,0 days 11:13:49
873,Or indeed.,Filmes,83.0,Smart TV,2024-12-01,0 days 10:21:04
166,Audience prove.,Séries,115.0,Celulares,2024-12-05,0 days 20:32:23
878,Condition happen.,Novelas,173.0,Celulares,2024-12-04,0 days 12:46:47
14,Out during.,Filmes,96.0,Tablet,2024-12-01,0 days 03:57:28
797,Race of.,Novelas,119.0,Celulares,2024-12-03,0 days 14:59:52
415,Each.,Documentários,156.0,Celulares,2024-12-04,0 days 15:54:43
779,Compare.,Shows,174.0,Smart TV,2024-12-02,0 days 18:14:47
639,Down and.,Novelas,80.0,Tablet,2024-12-01,0 days 06:25:47
332,Town.,Documentários,146.0,Celulares,2024-12-03,0 days 12:59:23
652,Middle.,Filmes,16.0,Smart TV,2024-12-08,0 days 02:30:52
893,Suffer teach.,Shows,83.0,Smart TV,2024-12-01,0 days 08:21:55
618,Teacher loss.,Documentários,136.0,Tablet,2024-12-06,0 days 01:07:09
630,Director do.,Documentários,144.0,Smart TV,2024-12-08,0 days 15:53:25
709,Traditional.,Novelas,18.0,Celulares,2024-12-05,0 days 04:23:48
706,Everyone heart.,Novelas,102.0,Smart TV,2024-12-04,0 days 18:19:17
833,Weight both.,Séries,153.0,Tablet,2024-12-05,0 days 22:59:31
645,Manage.,Documentários,160.0,Tablet,2024-12-01,0 days 23:37:23
30,Free.,Documentários,89.0,Tablet,2024-12-07,0 days 05:32:20
693,Court gun.,Shows,27.0,Smartfones,2024-12-08,0 days 08:26:29
721,Two.,Documentários,89.0,Celulares,2024-12-05,0 days 14:12:06
392,Now.,Documentários,110.0,Smart TV,2024-12-08,0 days 04:39:05
200,Believe cell.,Séries,10.0,Tablet,2024-12-08,0 days 21:04:20
331,Point.,Documentários,123.0,Smart TV,2024-12-08,0 days 08:03:44
88,Court.,Shows,40.0,Smart TV,2024-12-05,0 days 13:07:20
298,Option success.,Séries,56.0,Smart TV,2024-12-08,0 days 02:55:29
579,Campaign serious.,Novelas,17.0,Tablet,2024-12-04,0 days 23:00:42
281,Task explain.,Novelas,170.0,Smartfones,2024-12-03,0 days 06:15:41
833,Worry.,Shows,49.0,Smart TV,2024-12-02,0 days 16:59:54
213,Use.,Séries,166.0,Tablet,2024-12-07,0 days 10:44:59
243,Company skin.,Documentários,87.0,Smart TV,2024-12-08,0 days 06:35:22
432,Environment white.,Shows,32.0,Celulares,2024-12-04,0 days 09:33:09
317,Minute eye.,Filmes,53.0,Smart TV,2024-12-07,0 days 21:57:07
673,Shake right.,Documentários,70.0,Tablet,2024-12-08,0 days 16:54:40
927,Case.,Shows,177.0,Tablet,2024-12-06,0 days 09:15:32
526,Each state.,Novelas,124.0,Celulares,2024-12-08,0 days 01:28:15
907,Instead new.,Documentários,148.0,Celulares,2024-12-01,0 days 19:40:02
151,Affect.,Documentários,166.0,Smartfones,2024-12-08,0 days 02:08:09
188,First public.,Shows,65.0,Celulares,2024-12-08,0 days 18:47:52
896,Picture figure.,Novelas,45.0,Celulares,2024-12-08,0 days 11:05:07
966,Throughout.,Novelas,130.0,Tablet,2024-12-03,0 days 08:07:41
243,Enter.,Documentários,18.0,Celulares,2024-12-04,0 days 01:49:19
329,Force.,Documentários,94.0,Smart TV,2024-12-03,0 days 05:47:53
841,Dog.,Filmes,152.0,Tablet,2024-12-02,0 days 18:30:52
575,Staff.,Novelas,86.0,Smart TV,2024-12-06,0 days 18:39:12
648,Local whose.,Filmes,176.0,Smartfones,2024-12-08,0 days 13:07:57
712,Hand help.,Séries,41.0,Smart TV,2024-12-04,0 days 09:39:24
335,Begin hear.,Filmes,32.0,Celulares,2024-12-06,0 days 20:29:58
119,Why cold.,Shows,21.0,Tablet,2024-12-06,0 days 16:16:47
304,Until then.,Documentários,32.0,Tablet,2024-12-08,0 days 06:59:23
112,Life.,Séries,134.0,Smart TV,2024-12-01,0 days 09:37:51
877,Everyone.,Shows,133.0,Tablet,2024-12-04,0 days 21:56:52
858,Scientist.,Documentários,109.0,Smart TV,2024-12-07,0 days 00:03:26
82,Increase rather.,Filmes,113.0,Smart TV,2024-12-05,0 days 10:13:03
924,Much.,Séries,97.0,Celulares,2024-12-01,0 days 21:53:25
452,Identify evidence.,Shows,37.0,Smart TV,2024-12-02,0 days 13:29:04
325,Usually group.,Novelas,18.0,Tablet,2024-12-02,0 days 16:59:46
973,Pass.,Filmes,20.0,Celulares,2024-12-01,0 days 08:10:47
577,Middle.,Séries,164.0,Smartfones,2024-12-03,0 days 20:11:14
966,Read.,Séries,11.0,Tablet,2024-12-07,0 days 22:35:39
55,Finally.,Documentários,54.0,Celulares,2024-12-02,0 days 08:18:36
505,Tax.,Filmes,17.0,Smartfones,2024-12-07,0 days 00:59:11
420,Business.,Novelas,179.0,Smartfones,2024-12-08,0 days 16:34:42
423,Eat he.,Filmes,95.0,Smartfones,2024-12-01,0 days 10:34:04
801,Republican.,Novelas,152.0,Smart TV,2024-12-08,0 days 18:40:48
298,Relationship not.,Documentários,160.0,Celulares,2024-12-08,0 days 06:49:28
848,Tell his.,Séries,21.0,Smart TV,2024-12-04,0 days 12:07:40
939,Soon.,Filmes,63.0,Tablet,2024-12-02,0 days 07:22:48
874,Region special.,Filmes,77.0,Celulares,2024-12-06,0 days 14:17:39
749,Read short.,Shows,143.0,Celulares,2024-12-01,0 days 23:36:04
717,Gas majority.,Documentários,18.0,Smart TV,2024-12-02,0 days 14:23:27
550,Their.,Documentários,106.0,Celulares,2024-12-08,0 days 00:31:28
1000,Tend.,Novelas,58.0,Smart TV,2024-12-02,0 days 23:15:26
507,Name trip.,Filmes,93.0,Smart TV,2024-12-01,0 days 09:17:24
568,Knowledge speech.,Novelas,172.0,Smartfones,2024-12-08,0 days 20:59:30
1000,Discover attack.,Novelas,68.0,Smartfones,2024-12-07,0 days 02:47:00
694,Four.,Novelas,124.0,Celulares,2024-12-02,0 days 09:06:51
137,Magazine write.,Filmes,91.0,Celulares,2024-12-06,0 days 15:54:56
487,Boy middle.,Filmes,144.0,Celulares,2024-12-06,0 days 09:35:13
942,Successful.,Novelas,172.0,Celulares,2024-12-07,0 days 12:46:22
467,Focus.,Novelas,97.0,Celulares,2024-12-01,0 days 09:43:13
305,Hear international.,Filmes,71.0,Smart TV,2024-12-06,0 days 22:56:51
894,One.,Shows,28.0,Smartfones,2024-12-02,0 days 06:39:49
815,Care identify.,Documentários,87.0,Smart TV,2024-12-07,0 days 22:27:53
303,Tree.,Filmes,87.0,Smart TV,2024-12-03,0 days 07:56:17
130,Crime fall.,Documentários,75.0,Tablet,2024-12-02,0 days 08:55:48
254,Over scientist.,Shows,66.0,Celulares,2024-12-06,0 days 17:45:42
355,Official.,Shows,94.0,Smart TV,2024-12-01,0 days 21:00:15
280,Likely.,Filmes,84.0,Smart TV,2024-12-06,0 days 09:35:31
84,Night.,Séries,14.0,Smart TV,2024-12-03,0 days 19:10:57
817,Heavy lay.,Filmes,153.0,Smartfones,2024-12-05,0 days 14:51:43
287,Remain.,Documentários,107.0,Tablet,2024-12-03,0 days 16:10:21
820,Music.,Séries,131.0,Smart TV,2024-12-07,0 days 22:57:10
96,Everything than.,Filmes,29.0,Smart TV,2024-12-03,0 days 05:39:18
94,Fill time.,Novelas,128.0,Tablet,2024-12-06,0 days 00:53:22
449,Put.,Shows,122.0,Smartfones,2024-12-06,0 days 16:43:42
362,Movie.,Novelas,134.0,Smart TV,2024-12-07,0 days 07:37:50
775,So yard.,Documentários,136.0,Smart TV,2024-12-05,0 days 08:40:22
213,Trip line.,Novelas,162.0,Celulares,2024-12-05,0 days 10:06:32
12,Such skin.,Novelas,37.0,Celulares,2024-12-06,0 days 00:04:04
674,Building management.,Séries,157.0,Smartfones,2024-12-05,0 days 05:57:14
56,Increase.,Documentários,150.0,Smartfones,2024-12-06,0 days 07:57:21
721,Television.,Shows,60.0,Celulares,2024-12-08,0 days 12:59:21
849,Benefit laugh.,Novelas,57.0,Celulares,2024-12-04,0 days 13:14:36
787,Free open.,Filmes,129.0,Smartfones,2024-12-06,0 days 22:56:47
489,Company size.,Filmes,68.0,Celulares,2024-12-05,0 days 09:43:45
20,Opportunity.,Filmes,29.0,Smartfones,2024-12-04,0 days 06:48:05
95,Place beat.,Filmes,175.0,Tablet,2024-12-07,0 days 02:39:02
67,Government hotel.,Séries,43.0,Smart TV,2024-12-07,0 days 18:20:14
187,Whole.,Documentários,64.0,Celulares,2024-12-02,0 days 20:31:20
706,Give sing.,Novelas,24.0,Smartfones,2024-12-06,0 days 02:43:05
563,Republican culture.,Shows,31.0,Celulares,2024-12-02,0 days 07:58:27
671,Real involve.,Shows,56.0,Tablet,2024-12-04,0 days 02:18:21
314,Finally.,Novelas,136.0,Smart TV,2024-12-01,0 days 06:13:39
143,Tell.,Documentários,36.0,Celulares,2024-12-05,0 days 01:00:02
791,Painting because.,Shows,46.0,Celulares,2024-12-06,0 days 07:13:00
372,Near.,Novelas,29.0,Tablet,2024-12-03,0 days 05:47:07
373,Join.,Séries,165.0,Smartfones,2024-12-05,0 days 18:11:52
576,Suggest success.,Séries,13.0,Smartfones,2024-12-07,0 days 12:55:17
826,Idea history.,Documentários,146.0,Smartfones,2024-12-08,0 days 18:37:46
388,Rule fish.,Filmes,142.0,Smart TV,2024-12-01,0 days 15:15:20
955,Without.,Documentários,21.0,Tablet,2024-12-06,0 days 04:57:44
538,Need.,Filmes,129.0,Tablet,2024-12-04,0 days 15:38:10
148,Rather next.,Documentários,157.0,Celulares,2024-12-08,0 days 17:06:09
139,Miss career.,Documentários,116.0,Tablet,2024-12-03,0 days 06:58:37
880,Your.,Shows,138.0,Smart TV,2024-12-03,0 days 19:03:58
51,Mission.,Novelas,67.0,Celulares,2024-12-03,0 days 01:30:22
375,Green along.,Filmes,109.0,Tablet,2024-12-04,0 days 02:58:14
250,Relate kitchen.,Shows,138.0,Smart TV,2024-12-08,0 days 23:30:28
361,Outside view.,Novelas,96.0,Smartfones,2024-12-07,0 days 07:16:14
179,Pass.,Shows,110.0,Smart TV,2024-12-06,0 days 18:42:44
864,Draw.,Shows,47.0,Tablet,2024-12-04,0 days 15:43:34
913,Unit.,Filmes,122.0,Tablet,2024-12-05,0 days 07:46:32
740,Yard little.,Séries,37.0,Celulares,2024-12-06,0 days 22:31:09
185,Show long.,Shows,13.0,Smartfones,2024-12-06,0 days 20:02:37
353,Then pay.,Filmes,16.0,Celulares,2024-12-07,0 days 08:01:17
1,Necessary feeling.,Séries,159.0,Celulares,2024-12-03,0 days 14:01:12
169,Easy treat.,Novelas,58.0,Tablet,2024-12-01,0 days 21:31:01
890,Build true.,Filmes,68.0,Celulares,2024-12-04,0 days 14:08:03
231,Culture simply.,Documentários,10.0,Smartfones,2024-12-04,0 days 16:37:45
844,Sort.,Documentários,26.0,Tablet,2024-12-04,0 days 14:18:32
420,List.,Séries,98.0,Smartfones,2024-12-03,0 days 03:09:22
143,Around article.,Shows,113.0,Smartfones,2024-12-02,0 days 03:01:12
264,Serve party.,Séries,9.0,Celulares,2024-12-06,0 days 22:09:37
613,Pass.,Novelas,128.0,Celulares,2024-12-02,0 days 15:31:49
101,Assume out.,Filmes,56.0,Smartfones,2024-12-08,0 days 19:02:16
627,Open.,Documentários,132.0,Smart TV,2024-12-01,0 days 02:27:28
564,Of question.,Séries,85.0,Celulares,2024-12-04,0 days 20:46:22
981,Share.,Filmes,170.0,Tablet,2024-12-08,0 days 06:45:47
37,Until surface.,Shows,110.0,Smart TV,2024-12-06,0 days 12:52:36
496,Admit process.,Séries,134.0,Smart TV,2024-12-04,0 days 02:47:20
853,Wall.,Séries,102.0,Tablet,2024-12-05,0 days 10:06:15
187,Job bill.,Séries,53.0,Tablet,2024-12-02,0 days 11:18:46
748,It society.,Séries,55.0,Celulares,2024-12-06,0 days 11:00:40
456,Exist.,Documentários,171.0,Smartfones,2024-12-08,0 days 09:20:23
366,Mention right.,Séries,149.0,Celulares,2024-12-07,0 days 04:37:48
225,Experience people.,Filmes,42.0,Smartfones,2024-12-08,0 days 05:39:34
220,Ability common.,Shows,119.0,Tablet,2024-12-01,0 days 09:30:10
263,Like.,Séries,5.0,Smartfones,2024-12-02,0 days 10:59:06
733,Red individual.,Séries,147.0,Celulares,2024-12-01,0 days 23:26:58
998,Player prevent.,Filmes,176.0,Celulares,2024-12-05,0 days 02:38:09
410,Over.,Documentários,106.0,Celulares,2024-12-07,0 days 21:43:33
215,Security power.,Filmes,74.0,Tablet,2024-12-05,0 days 18:38:37
982,Daughter.,Documentários,138.0,Celulares,2024-12-07,0 days 02:05:52
620,Each draw.,Filmes,82.0,Smartfones,2024-12-04,0 days 06:22:14
414,Culture every.,Novelas,84.0,Celulares,2024-12-04,0 days 01:56:09
782,Tree team.,Séries,138.0,Celulares,2024-12-06,0 days 19:49:46
879,News.,Novelas,103.0,Smartfones,2024-12-08,0 days 10:03:03
343,Floor institution.,Novelas,26.0,Tablet,2024-12-08,0 days 16:24:00
853,Step.,Filmes,117.0,Smartfones,2024-12-01,0 days 05:20:32
765,Morning establish.,Séries,148.0,Celulares,2024-12-01,0 days 14:28:31
620,Apply choice.,Documentários,174.0,Tablet,2024-12-05,0 days 19:59:05
922,Into accept.,Shows,83.0,Celulares,2024-12-07,0 days 07:25:40
495,Production.,Documentários,70.0,Smart TV,2024-12-03,0 days 08:04:54
656,Interesting center.,Séries,17.0,Celulares,2024-12-05,0 days 04:14:14
123,Success.,Shows,62.0,Tablet,2024-12-04,0 days 19:20:25
742,Authority amount.,Novelas,149.0,Smart TV,2024-12-03,0 days 01:41:13
179,Year only.,Shows,112.0,Tablet,2024-12-04,0 days 07:45:54
989,By down.,Filmes,114.0,Smart TV,2024-12-06,0 days 14:54:22
312,Bring party.,Documentários,145.0,Celulares,2024-12-04,0 days 18:08:12
844,Position line.,Filmes,47.0,Smart TV,2024-12-05,0 days 22:42:38
401,General.,Séries,60.0,Smartfones,2024-12-03,0 days 12:16:08
226,Time.,Séries,36.0,Smartfones,2024-12-07,0 days 21:04:07
465,American.,Séries,91.0,Celulares,2024-12-02,0 days 12:36:31
549,Social capital.,Séries,58.0,Smart TV,2024-12-07,0 days 14:44:52
374,Write.,Novelas,160.0,Tablet,2024-12-03,0 days 08:56:18
558,Understand under.,Documentários,119.0,Tablet,2024-12-03,0 days 21:07:15
811,Along.,Documentários,101.0,Smartfones,2024-12-03,0 days 17:50:27
723,Senior.,Filmes,178.0,Smart TV,2024-12-06,0 days 01:51:01
956,Special.,Novelas,120.0,Smart TV,2024-12-04,0 days 06:26:55
756,Form always.,Séries,24.0,Smartfones,2024-12-01,0 days 06:06:28
280,Guy.,Novelas,64.0,Smart TV,2024-12-07,0 days 22:05:21
892,Recently.,Novelas,132.0,Tablet,2024-12-06,0 days 23:50:53
405,Blue improve.,Documentários,69.0,Celulares,2024-12-06,0 days 05:59:08
297,Audience artist.,Séries,176.0,Celulares,2024-12-05,0 days 13:09:14
381,Executive must.,Filmes,145.0,Smart TV,2024-12-08,0 days 20:22:04
916,Another.,Documentários,103.0,Smart TV,2024-12-05,0 days 20:37:26
677,Station.,Filmes,44.0,Smartfones,2024-12-03,0 days 14:30:43
686,Skin.,Shows,35.0,Smart TV,2024-12-07,0 days 17:44:00
170,Including accept.,Filmes,57.0,Celulares,2024-12-08,0 days 14:46:25
616,Continue.,Filmes,11.0,Tablet,2024-12-01,0 days 21:00:35
178,Husband bill.,Documentários,101.0,Tablet,2024-12-01,0 days 05:14:16
767,Size.,Filmes,141.0,Smartfones,2024-12-02,0 days 20:55:54
95,Buy amount.,Shows,96.0,Smart TV,2024-12-08,0 days 06:53:06
81,Professor.,Documentários,169.0,Smart TV,2024-12-05,0 days 00:30:07
136,Section current.,Filmes,105.0,Smart TV,2024-12-05,0 days 23:18:17
750,Human.,Séries,13.0,Smart TV,2024-12-01,0 days 09:31:18
208,Garden position.,Shows,120.0,Smart TV,2024-12-03,0 days 19:25:45
384,Thank life.,Novelas,37.0,Celulares,2024-12-03,0 days 13:07:09
402,Foreign rock.,Novelas,58.0,Smartfones,2024-12-04,0 days 13:39:48
194,Discover eat.,Séries,17.0,Tablet,2024-12-05,0 days 01:36:59
944,Not.,Séries,160.0,Celulares,2024-12-06,0 days 20:33:12
654,Lay property.,Shows,59.0,Celulares,2024-12-05,0 days 11:42:18
641,During.,Documentários,142.0,Tablet,2024-12-03,0 days 17:56:39
898,Gas.,Shows,128.0,Tablet,2024-12-06,0 days 18:09:57
8,Yourself current.,Shows,170.0,Tablet,2024-12-01,0 days 19:34:03
37,Fine night.,Shows,169.0,Smart TV,2024-12-05,0 days 21:59:27
